SUCCESS	0x00000000
GRAPHICS_OPM_INVALID_CONFIGURATION_REQUEST	0xc01e0521
GRAPHICS_I2C_NOT_SUPPORTED	0xc01e0580
GRAPHICS_I2C_DEVICE_DOES_NOT_EXIST	0xc01e0581
GRAPHICS_I2C_ERROR_TRANSMITTING_DATA	0xc01e0582
GRAPHICS_I2C_ERROR_RECEIVING_DATA	0xc01e0583
GRAPHICS_DDCCI_VCP_NOT_SUPPORTED	0xc01e0584
GRAPHICS_DDCCI_INVALID_DATA	0xc01e0585
GRAPHICS_DDCCI_MONITOR_RETURNED_INVALID_TIMING_STATUS_BYTE	0xc01e0586
GRAPHICS_DDCCI_INVALID_CAPABILITIES_STRING	0xc01e0587
GRAPHICS_MCA_INTERNAL_ERROR	0xc01e0588
GRAPHICS_DDCCI_INVALID_MESSAGE_COMMAND	0xc01e0589
GRAPHICS_DDCCI_INVALID_MESSAGE_LENGTH	0xc01e058a
GRAPHICS_DDCCI_INVALID_MESSAGE_CHECKSUM	0xc01e058b
GRAPHICS_INVALID_PHYSICAL_MONITOR_HANDLE	0xc01e058c
GRAPHICS_MONITOR_NO_LONGER_EXISTS	0xc01e058d
GRAPHICS_ONLY_CONSOLE_SESSION_SUPPORTED	0xc01e05e0
GRAPHICS_NO_DISPLAY_DEVICE_CORRESPONDS_TO_NAME	0xc01e05e1
GRAPHICS_DISPLAY_DEVICE_NOT_ATTACHED_TO_DESKTOP	0xc01e05e2
GRAPHICS_MIRRORING_DEVICES_NOT_SUPPORTED	0xc01e05e3
GRAPHICS_INVALID_POINTER	0xc01e05e4
GRAPHICS_NO_MONITORS_CORRESPOND_TO_DISPLAY_DEVICE	0xc01e05e5
GRAPHICS_PARAMETER_ARRAY_TOO_SMALL	0xc01e05e6
GRAPHICS_INTERNAL_ERROR	0xc01e05e7
GRAPHICS_SESSION_TYPE_CHANGE_IN_PROGRESS	0xc01e05e8
FVE_LOCKED_VOLUME	0xc0210000
FVE_NOT_ENCRYPTED	0xc0210001
FVE_BAD_INFORMATION	0xc0210002
FVE_TOO_SMALL	0xc0210003
FVE_FAILED_WRONG_FS	0xc0210004
FVE_FAILED_BAD_FS	0xc0210005
FVE_FS_NOT_EXTENDED	0xc0210006
FVE_FS_MOUNTED	0xc0210007
FVE_NO_LICENSE	0xc0210008
FVE_ACTION_NOT_ALLOWED	0xc0210009
FVE_BAD_DATA	0xc021000a
FVE_VOLUME_NOT_BOUND	0xc021000b
FVE_NOT_DATA_VOLUME	0xc021000c
FVE_CONV_READ_ERROR	0xc021000d
FVE_CONV_WRITE_ERROR	0xc021000e
FVE_OVERLAPPED_UPDATE	0xc021000f
FVE_FAILED_SECTOR_SIZE	0xc0210010
FVE_FAILED_AUTHENTICATION	0xc0210011
FVE_NOT_OS_VOLUME	0xc0210012
FVE_KEYFILE_NOT_FOUND	0xc0210013
FVE_KEYFILE_INVALID	0xc0210014
FVE_KEYFILE_NO_VMK	0xc0210015
FVE_TPM_DISABLED	0xc0210016
FVE_TPM_SRK_AUTH_NOT_ZERO	0xc0210017
FVE_TPM_INVALID_PCR	0xc0210018
FVE_TPM_NO_VMK	0xc0210019
FVE_PIN_INVALID	0xc021001a
FVE_AUTH_INVALID_APPLICATION	0xc021001b
FVE_AUTH_INVALID_CONFIG	0xc021001c
FVE_DEBUGGER_ENABLED	0xc021001d
FVE_DRY_RUN_FAILED	0xc021001e
FVE_BAD_METADATA_POINTER	0xc021001f
FVE_OLD_METADATA_COPY	0xc0210020
FVE_REBOOT_REQUIRED	0xc0210021
FVE_RAW_ACCESS	0xc0210022
FVE_RAW_BLOCKED	0xc0210023
FVE_NO_FEATURE_LICENSE	0xc0210026
FVE_POLICY_USER_DISABLE_RDV_NOT_ALLOWED	0xc0210027
FVE_CONV_RECOVERY_FAILED	0xc0210028
FVE_VIRTUALIZED_SPACE_TOO_BIG	0xc0210029
FVE_VOLUME_TOO_SMALL	0xc0210030
FWP_CALLOUT_NOT_FOUND	0xc0220001
FWP_CONDITION_NOT_FOUND	0xc0220002
FWP_FILTER_NOT_FOUND	0xc0220003
FWP_LAYER_NOT_FOUND	0xc0220004
FWP_PROVIDER_NOT_FOUND	0xc0220005
FWP_PROVIDER_CONTEXT_NOT_FOUND	0xc0220006
FWP_SUBLAYER_NOT_FOUND	0xc0220007
FWP_NOT_FOUND	0xc0220008
FWP_ALREADY_EXISTS	0xc0220009
FWP_IN_USE	0xc022000a
FWP_DYNAMIC_SESSION_IN_PROGRESS	0xc022000b
FWP_WRONG_SESSION	0xc022000c
FWP_NO_TXN_IN_PROGRESS	0xc022000d
FWP_TXN_IN_PROGRESS	0xc022000e
FWP_TXN_ABORTED	0xc022000f
FWP_SESSION_ABORTED	0xc0220010
FWP_INCOMPATIBLE_TXN	0xc0220011
FWP_TIMEOUT	0xc0220012
FWP_NET_EVENTS_DISABLED	0xc0220013
FWP_INCOMPATIBLE_LAYER	0xc0220014
FWP_KM_CLIENTS_ONLY	0xc0220015
FWP_LIFETIME_MISMATCH	0xc0220016
FWP_BUILTIN_OBJECT	0xc0220017
FWP_TOO_MANY_BOOTTIME_FILTERS	0xc0220018
FWP_NOTIFICATION_DROPPED	0xc0220019
FWP_TRAFFIC_MISMATCH	0xc022001a
FWP_INCOMPATIBLE_SA_STATE	0xc022001b
FWP_NULL_POINTER	0xc022001c
FWP_INVALID_ENUMERATOR	0xc022001d
FWP_INVALID_FLAGS	0xc022001e
FWP_INVALID_NET_MASK	0xc022001f
FWP_INVALID_RANGE	0xc0220020
FWP_INVALID_INTERVAL	0xc0220021
FWP_ZERO_LENGTH_ARRAY	0xc0220022
FWP_NULL_DISPLAY_NAME	0xc0220023
FWP_INVALID_ACTION_TYPE	0xc0220024
FWP_INVALID_WEIGHT	0xc0220025
FWP_MATCH_TYPE_MISMATCH	0xc0220026
FWP_TYPE_MISMATCH	0xc0220027
FWP_OUT_OF_BOUNDS	0xc0220028
FWP_RESERVED	0xc0220029
FWP_DUPLICATE_CONDITION	0xc022002a
FWP_DUPLICATE_KEYMOD	0xc022002b
FWP_ACTION_INCOMPATIBLE_WITH_LAYER	0xc022002c
FWP_ACTION_INCOMPATIBLE_WITH_SUBLAYER	0xc022002d
FWP_CONTEXT_INCOMPATIBLE_WITH_LAYER	0xc022002e
FWP_CONTEXT_INCOMPATIBLE_WITH_CALLOUT	0xc022002f
FWP_INCOMPATIBLE_AUTH_METHOD	0xc0220030
FWP_INCOMPATIBLE_DH_GROUP	0xc0220031
FWP_EM_NOT_SUPPORTED	0xc0220032
FWP_NEVER_MATCH	0xc0220033
FWP_PROVIDER_CONTEXT_MISMATCH	0xc0220034
FWP_INVALID_PARAMETER	0xc0220035
FWP_TOO_MANY_SUBLAYERS	0xc0220036
FWP_CALLOUT_NOTIFICATION_FAILED	0xc0220037
FWP_INCOMPATIBLE_AUTH_CONFIG	0xc0220038
FWP_INCOMPATIBLE_CIPHER_CONFIG	0xc0220039
FWP_DUPLICATE_AUTH_METHOD	0xc022003c
FWP_TCPIP_NOT_READY	0xc0220100
FWP_INJECT_HANDLE_CLOSING	0xc0220101
FWP_INJECT_HANDLE_STALE	0xc0220102
FWP_CANNOT_PEND	0xc0220103
NDIS_CLOSING	0xc0230002
NDIS_BAD_VERSION	0xc0230004
NDIS_BAD_CHARACTERISTICS	0xc0230005
NDIS_ADAPTER_NOT_FOUND	0xc0230006
NDIS_OPEN_FAILED	0xc0230007
NDIS_DEVICE_FAILED	0xc0230008
NDIS_MULTICAST_FULL	0xc0230009
NDIS_MULTICAST_EXISTS	0xc023000a
NDIS_MULTICAST_NOT_FOUND	0xc023000b
NDIS_REQUEST_ABORTED	0xc023000c
NDIS_RESET_IN_PROGRESS	0xc023000d
NDIS_INVALID_PACKET	0xc023000f
NDIS_INVALID_DEVICE_REQUEST	0xc0230010
NDIS_ADAPTER_NOT_READY	0xc0230011
NDIS_INVALID_LENGTH	0xc0230014
NDIS_INVALID_DATA	0xc0230015
NDIS_BUFFER_TOO_SHORT	0xc0230016
NDIS_INVALID_OID	0xc0230017
NDIS_ADAPTER_REMOVED	0xc0230018
NDIS_UNSUPPORTED_MEDIA	0xc0230019
NDIS_GROUP_ADDRESS_IN_USE	0xc023001a
NDIS_FILE_NOT_FOUND	0xc023001b
NDIS_ERROR_READING_FILE	0xc023001c
NDIS_ALREADY_MAPPED	0xc023001d
NDIS_RESOURCE_CONFLICT	0xc023001e
NDIS_MEDIA_DISCONNECTED	0xc023001f
NDIS_INVALID_ADDRESS	0xc0230022
NDIS_PAUSED	0xc023002a
NDIS_INTERFACE_NOT_FOUND	0xc023002b
NDIS_UNSUPPORTED_REVISION	0xc023002c
NDIS_INVALID_PORT	0xc023002d
NDIS_INVALID_PORT_STATE	0xc023002e
NDIS_LOW_POWER_STATE	0xc023002f
NDIS_NOT_SUPPORTED	0xc02300bb
NDIS_OFFLOAD_POLICY	0xc023100f
NDIS_OFFLOAD_CONNECTION_REJECTED	0xc0231012
NDIS_OFFLOAD_PATH_REJECTED	0xc0231013
NDIS_DOT11_AUTO_CONFIG_ENABLED	0xc0232000
NDIS_DOT11_MEDIA_IN_USE	0xc0232001
NDIS_DOT11_POWER_STATE_INVALID	0xc0232002
NDIS_PM_WOL_PATTERN_LIST_FULL	0xc0232003
NDIS_PM_PROTOCOL_OFFLOAD_LIST_FULL	0xc0232004
IPSEC_BAD_SPI	0xc0360001
IPSEC_SA_LIFETIME_EXPIRED	0xc0360002
IPSEC_WRONG_SA	0xc0360003
IPSEC_REPLAY_CHECK_FAILED	0xc0360004
IPSEC_INVALID_PACKET	0xc0360005
IPSEC_INTEGRITY_CHECK_FAILED	0xc0360006
IPSEC_CLEAR_TEXT_DROP	0xc0360007
IPSEC_AUTH_FIREWALL_DROP	0xc0360008
IPSEC_THROTTLE_DROP	0xc0360009
IPSEC_DOSP_BLOCK	0xc0368000
IPSEC_DOSP_RECEIVED_MULTICAST	0xc0368001
IPSEC_DOSP_INVALID_PACKET	0xc0368002
IPSEC_DOSP_STATE_LOOKUP_FAILED	0xc0368003
IPSEC_DOSP_MAX_ENTRIES	0xc0368004
IPSEC_DOSP_KEYMOD_NOT_ALLOWED	0xc0368005
IPSEC_DOSP_MAX_PER_IP_RATELIMIT_QUEUES	0xc0368006
VOLMGR_MIRROR_NOT_SUPPORTED	0xc038005b
VOLMGR_RAID5_NOT_SUPPORTED	0xc038005c
VIRTDISK_PROVIDER_NOT_FOUND	0xc03a0014
VIRTDISK_NOT_VIRTUAL_DISK	0xc03a0015
VHD_PARENT_VHD_ACCESS_DENIED	0xc03a0016
VHD_CHILD_PARENT_SIZE_MISMATCH	0xc03a0017
VHD_DIFFERENCING_CHAIN_CYCLE_DETECTED	0xc03a0018
VHD_DIFFERENCING_CHAIN_ERROR_IN_PARENT	0xc03a0019
CPP_EXCEPTION	0xe06d7363
THINAPP_INJECTION_CAFEBEE1	0xCAFEBEE1
THINAPP_INJECTION_CAFEBEE2	0xCAFEBEE2
UNKNOWN_INTERFACE	0x800706B5
